Wilayah,Dapil,Kecamatan,Kelurahan,TPS,PKB,Gerindra,PDIP,Golkar,NasDem,Garuda,Berkarya,PKS,Perindo,PPP,PSI,PAN,Hanura,Demokrat,PBB,PKPI
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 124,70,8,37,10,15,1,8,26,5,2,11,10,1,10,1,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 125,65,17,47,2,23,0,1,21,4,2,8,21,1,9,1,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 126,60,31,43,0,15,0,1,13,4,7,6,4,0,2,0,1
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 127,78,24,47,7,18,0,0,15,2,3,13,15,2,7,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 128,56,22,47,1,9,0,1,9,7,5,2,8,1,6,2,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 129,0,2,97,0,7,0,0,0,0,0,73,1,0,3,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 130,34,26,56,11,8,0,1,23,19,5,28,5,1,12,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 131,57,14,70,5,19,0,0,21,21,0,22,9,2,11,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 132,21,18,86,7,10,2,0,23,21,18,86,7,0,8,1,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 134,15,22,79,9,9,3,4,43,10,3,30,8,3,7,0,1
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 135,17,20,72,5,15,0,2,20,9,0,37,9,0,6,2,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 136,3,9,112,5,15,0,0,11,3,0,74,0,0,3,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 137,7,17,68,7,8,0,6,41,4,4,45,10,1,9,2,1
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 138,9,20,50,2,17,0,0,40,5,4,28,13,0,12,1,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 140,7,23,86,5,17,1,1,17,2,0,38,2,1,4,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 141,2,6,89,2,9,0,0,4,1,0,9,1,1,1,0,1
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 142,1,4,78,5,26,0,1,0,1,0,46,0,0,0,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 143,2,0,103,3,8,0,0,0,3,0,59,0,0,2,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 144,1,10,103,3,12,1,1,0,2,1,84,3,0,0,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 145,10,16,69,3,1,0,1,32,3,25,34,4,0,30,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 146,44,16,74,12,7,1,1,30,1,4,19,3,0,26,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 147,7,8,80,0,9,0,3,9,8,2,48,1,2,57,0,2
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 148,3,6,89,0,9,0,0,4,3,0,66,2,0,0,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 149,3,12,51,5,11,0,4,22,4,1,34,2,1,20,1,1
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 150,3,6,82,6,21,0,1,11,3,0,30,4,0,9,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 151,3,18,94,5,28,0,1,16,6,1,57,1,0,10,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 152,8,25,78,2,21,1,0,20,6,1,38,5,1,15,1,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 153,7,5,88,4,13,0,1,17,4,0,36,5,2,7,2,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 154,4,12,84,9,18,0,0,30,4,1,43,3,1,6,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 156,2,5,88,4,13,0,0,1,6,0,65,0,0,1,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 157,9,9,76,12,12,0,0,22,5,0,43,9,2,8,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 158,3,1,114,2,19,0,0,0,1,0,84,0,0,1,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 159,1,1,101,5,15,1,1,1,3,0,78,1,0,0,0,1
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 160,0,3,126,12,10,1,0,0,1,0,66,0,1,4,0,1
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 161,4,5,106,8,12,0,0,0,3,0,52,0,0,0,0,2
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 162,0,6,85,6,16,0,0,0,3,0,76,1,0,6,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 163,1,2,120,6,12,1,1,0,2,1,63,0,1,6,1,1
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 164,1,4,116,11,14,2,0,0,1,0,65,1,0,5,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 165,2,5,110,15,14,0,1,2,2,0,73,0,0,0,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 166,1,4,103,2,20,0,0,1,1,0,100,0,0,4,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 167,1,13,118,5,10,2,2,1,2,0,84,0,1,2,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 168,0,4,114,7,16,0,1,1,0,0,76,2,4,2,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 169,5,22,107,6,13,0,0,27,1,1,52,5,0,12,0,1
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 170,6,18,55,7,12,0,0,53,0,5,45,13,12,5,4,1
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 171,3,28,81,4,12,0,3,47,4,4,45,7,9,9,1,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 172,7,24,72,5,11,1,4,43,3,1,41,6,6,6,2,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 173,4,33,58,1,13,1,2,37,2,4,36,8,3,19,4,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 174,6,37,61,3,14,0,10,42,4,3,7,10,3,13,1,1
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 175,8,39,54,9,7,0,8,39,3,2,31,11,2,16,5,1
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 176,7,11,108,0,10,0,0,9,1,0,56,4,0,0,4,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 177,4,10,104,2,20,0,2,24,1,1,0,1,3,9,2,1
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 178,9,13,76,1,14,2,0,14,1,0,49,4,0,1,2,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 179,1,9,90,6,12,0,0,12,4,4,71,1,2,4,1,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 180,1,5,118,13,16,0,0,0,2,0,61,0,0,2,0,1
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 181,2,3,116,1,19,0,0,0,3,1,79,0,0,1,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 182,0,5,95,7,14,0,0,0,1,0,65,2,1,0,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 183,0,6,126,4,13,1,0,4,0,78,78,2,0,0,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 184,9,18,77,6,36,0,2,21,3,1,61,6,1,3,1,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 186,7,12,78,8,42,1,1,20,1,2,57,4,0,6,1,1
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 187,2,11,80,3,14,0,1,2,1,2,0,0,0,8,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 188,0,6,96,7,22,2,0,0,0,2,70,1,0,2,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 189,1,3,78,10,11,1,0,3,1,0,49,0,0,1,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 190,1,4,80,8,9,0,0,0,0,0,66,1,0,1,0,1
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 191,9,12,82,11,16,2,1,16,5,3,60,3,0,4,2,1
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 192,4,2,87,5,9,3,1,2,2,0,81,0,0,5,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 193,4,10,117,1,23,0,0,3,3,0,82,0,1,1,0,1
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 194,1,4,111,1,41,0,0,1,2,1,79,1,0,1,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 195,2,2,127,6,43,0,0,0,0,0,63,0,0,0,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 196,1,1,90,2,34,0,0,0,2,0,75,0,0,0,0,1
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 197,2,3,105,6,42,0,0,1,0,0,80,0,0,1,0,2
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 198,6,5,95,12,23,0,1,1,3,0,75,0,0,2,0,1
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 199,2,1,130,11,29,0,0,0,0,0,61,0,0,2,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 200,1,2,106,15,22,0,4,5,2,0,67,1,1,1,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 201,6,3,110,3,25,1,1,0,4,0,80,0,0,5,0,1
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 202,2,2,132,7,20,0,0,4,1,0,64,0,1,0,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 203,1,6,127,3,10,0,1,3,1,0,76,2,0,0,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 204,1,4,92,8,29,0,1,0,3,0,64,2,1,0,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 205,3,1,107,3,21,0,1,4,2,0,170,0,0,0,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 206,0,1,95,6,21,0,0,0,3,0,75,0,3,4,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 207,2,2,124,6,31,0,0,0,2,0,113,0,0,0,0,2
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 208,2,3,129,15,12,0,0,1,0,0,70,0,0,1,1,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 209,2,2,116,6,7,1,0,0,0,1,62,0,0,1,2,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 210,1,6,105,9,13,0,0,0,0,0,77,0,2,0,2,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 211,7,0,80,11,12,0,1,0,0,3,83,0,0,1,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 212,0,5,99,33,7,0,3,4,1,0,56,0,2,3,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 213,2,2,87,40,17,0,2,1,2,0,50,0,0,2,1,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 214,0,1,91,35,7,0,2,0,0,0,52,1,1,0,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 215,0,0,114,1,6,0,0,0,1,0,79,0,0,1,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 216,0,7,71,49,4,0,0,0,1,0,51,1,1,0,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 217,37,16,31,6,3,1,2,14,3,2,5,11,1,14,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 218,36,29,31,4,34,2,0,16,6,4,5,4,0,4,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 219,26,10,35,2,13,0,0,14,7,1,10,7,0,3,1,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 220,6,23,50,3,21,0,3,30,5,3,11,8,0,9,2,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 221,15,23,41,8,17,0,0,10,7,6,7,7,1,6,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 222,17,17,43,1,28,0,1,12,4,2,14,9,2,13,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 223,9,13,83,6,31,0,1,21,3,2,16,8,12,2,1,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 224,7,26,50,2,11,1,3,34,3,4,12,11,1,11,0,2
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 225,8,11,53,8,16,0,4,19,7,0,8,4,2,10,3,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 226,23,10,50,6,5,1,2,21,5,2,18,10,0,33,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Agung,TPS 228,57,12,35,9,6,0,2,15,3,3,17,26,1,3,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 001,108,11,38,3,8,0,0,13,8,0,5,2,0,5,0,1
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 002,83,13,22,5,1,0,2,25,3,1,11,9,0,7,1,1
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 003,21,24,66,1,6,0,1,22,3,2,8,1,0,2,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 004,8,0,83,3,15,0,0,26,3,3,16,4,1,11,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 005,10,30,73,1,5,0,2,37,7,1,2,14,0,16,0,2
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 006,23,18,63,1,16,0,0,27,4,1,7,1,0,1,1,0
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 007,61,12,38,3,4,0,0,48,4,2,8,18,0,15,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 008,102,18,67,1,4,0,0,39,6,2,5,50,0,5,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 009,101,13,40,2,4,0,4,27,12,0,5,10,1,6,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 010,21,19,75,7,6,0,0,46,6,1,13,11,2,14,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 011,6,12,77,8,7,1,2,69,8,3,15,5,1,12,1,0
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 012,15,28,79,1,1,1,3,17,3,0,16,6,0,13,1,1
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 013,18,22,96,9,4,0,0,27,4,2,10,5,0,5,1,1
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 014,22,25,82,6,9,0,2,42,7,3,8,6,1,22,0,1
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 015,3,24,67,5,3,0,0,37,2,1,8,6,0,8,5,0
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 016,12,21,44,8,8,0,2,21,9,7,9,10,1,15,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 017,17,35,52,3,4,1,2,25,5,6,5,24,0,10,3,1
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 018,14,21,65,6,12,2,0,27,4,5,9,9,0,15,11,0
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 019,62,27,74,3,0,0,0,15,6,1,20,7,0,5,5,0
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 020,14,20,56,4,42,0,2,27,2,2,11,14,0,14,1,3
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 021,19,19,67,3,27,0,2,35,4,0,6,11,0,12,2,5
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 022,15,19,72,3,18,0,1,40,8,4,8,11,1,10,2,1
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 023,4,21,72,2,12,3,1,28,12,6,4,13,0,9,2,1
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 024,14,30,99,0,17,0,2,13,11,3,17,7,1,12,2,0
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 025,12,17,84,3,35,0,0,20,6,0,3,3,0,10,0,2
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 027,142,8,36,2,1,0,1,2,2,0,3,21,0,0,1,1
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 028,57,11,46,2,8,0,0,12,3,2,7,27,0,3,5,0
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 029,39,14,65,3,5,0,2,11,1,0,14,11,0,2,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 030,17,19,108,4,2,1,1,32,2,0,4,5,0,19,1,0
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 031,22,20,70,2,6,0,4,34,3,0,19,8,0,24,1,11
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 032,17,19,80,1,32,0,0,28,7,5,5,12,0,12,0,9
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 033,7,32,87,3,19,0,0,59,1,8,7,11,2,8,3,1
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 034,6,21,69,0,8,0,2,43,6,1,5,10,0,10,2,9
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 035,23,20,59,1,2,0,1,48,9,5,11,5,0,15,0,4
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 036,7,19,51,3,6,1,1,39,5,10,3,17,2,12,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 037,34,17,92,5,5,0,3,24,6,2,10,13,0,8,1,1
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 038,11,21,75,3,5,0,5,27,9,3,23,10,1,7,1,0
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 039,11,16,84,5,6,0,3,36,5,2,16,12,0,13,3,2
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 040,12,15,70,4,9,1,3,20,1,2,28,7,0,7,0,2
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 041,24,26,78,1,6,1,5,29,5,3,11,10,0,23,0,1
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 042,23,8,114,4,19,1,1,28,8,1,10,5,0,3,0,2
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 043,14,24,82,4,7,0,0,23,8,4,20,8,0,8,4,2
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 044,6,12,143,1,5,0,0,31,4,2,10,2,0,1,0,1
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 045,68,20,32,2,10,3,0,39,12,2,12,10,0,21,1,0
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 046,50,34,33,4,9,0,0,43,12,3,4,11,0,14,3,0
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 047,30,19,53,5,9,0,1,23,19,6,7,9,0,11,1,0
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 048,3,21,57,4,10,0,1,58,7,4,17,9,1,14,1,2
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 049,60,21,30,0,10,0,0,33,11,2,13,15,0,5,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 050,31,22,55,6,12,1,2,12,15,3,10,1,0,4,1,0
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 051,31,25,40,3,14,1,1,13,11,1,5,10,1,12,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 052,10,23,64,3,9,0,1,38,12,10,9,10,1,13,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 053,4,23,76,1,7,0,3,14,7,2,7,12,0,13,0,1
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 054,15,23,56,2,6,1,3,32,7,6,16,18,1,12,1,0
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 055,141,11,18,0,18,0,0,27,9,2,9,2,0,4,1,0
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 056,7,13,67,4,12,1,1,27,14,1,10,7,1,8,1,1
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 057,19,26,76,3,8,0,1,25,26,2,14,13,2,15,1,0
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 058,5,16,74,4,18,0,1,20,9,0,49,5,0,8,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 060,18,23,77,5,8,1,0,17,11,2,7,13,0,7,1,0
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 061,0,19,70,1,6,1,0,27,16,1,13,6,0,8,1,1
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 062,115,21,17,0,29,0,2,13,16,1,6,5,0,5,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 063,3,18,59,4,12,0,1,47,4,3,28,7,0,15,0,1
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 064,16,34,78,3,14,1,3,57,3,1,24,8,0,4,1,1
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 065,5,17,52,8,9,0,1,42,4,4,13,10,1,11,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 066,6,26,25,2,22,0,1,50,2,3,15,10,0,10,2,1
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 067,6,11,54,4,21,0,0,38,4,3,22,15,5,21,1,0
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 068,6,26,63,7,41,0,2,44,5,3,25,9,1,8,3,0
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 069,27,9,83,8,1,0,2,26,5,0,14,40,0,7,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 070,14,16,84,5,5,1,2,50,7,3,6,25,0,13,1,1
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 071,9,26,68,2,3,0,1,34,13,0,3,19,1,10,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 072,8,15,55,3,10,0,1,32,4,1,12,43,3,15,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 073,10,26,43,4,6,0,0,27,1,3,11,52,0,14,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 074,10,27,45,1,3,0,0,75,2,4,12,28,0,7,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 075,15,20,88,7,7,1,1,26,5,5,6,47,0,12,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 076,8,17,59,10,6,3,2,55,8,5,15,17,0,33,1,3
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 077,11,20,40,3,8,1,2,23,10,4,10,40,1,33,2,3
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 078,9,17,37,1,13,0,0,24,4,4,9,88,2,31,0,1
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 079,12,26,50,4,3,0,2,28,4,7,4,72,3,16,0,3
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 080,14,16,75,4,4,1,2,42,9,7,15,20,2,8,1,6
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 081,32,16,70,0,1,0,3,37,4,3,16,18,0,18,0,5
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 082,9,28,47,4,6,0,0,80,7,2,14,13,0,8,1,0
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 083,13,18,69,3,13,0,0,30,6,2,7,13,0,10,1,0
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 084,18,31,59,1,4,1,1,41,15,5,4,24,1,16,0,3
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 085,10,32,63,5,25,0,1,18,5,0,4,29,0,19,1,0
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 086,6,20,50,1,41,0,3,28,7,2,3,24,0,23,2,2
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 087,34,23,70,9,8,0,0,26,4,1,10,7,0,10,0,2
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 088,11,31,58,2,4,0,2,29,9,0,25,10,0,17,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 089,19,41,54,1,11,0,2,51,10,0,19,21,0,14,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 090,41,17,62,8,4,0,1,31,5,5,12,11,0,2,1,5
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 091,45,13,55,6,11,0,3,30,3,3,12,31,0,16,1,0
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 092,71,20,53,6,6,3,0,31,4,0,8,31,0,8,0,2
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 093,6,23,76,10,9,0,0,21,8,2,11,16,1,9,1,0
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 094,12,16,85,9,18,0,1,21,15,3,9,33,2,5,3,2
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 095,7,6,19,8,3,0,1,3,3,4,4,159,0,5,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 096,38,15,72,6,5,0,1,22,8,6,3,34,4,16,0,1
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 097,57,16,57,1,6,0,3,23,5,3,1,13,0,14,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 098,60,20,45,3,8,0,2,12,3,3,2,44,2,7,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 099,47,17,60,9,5,0,1,14,2,2,1,34,3,18,1,0
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 100,8,18,42,14,17,0,1,20,9,3,7,63,3,19,0,1
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 101,6,36,100,9,13,3,1,17,5,3,12,36,0,8,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 102,74,11,53,1,4,0,0,16,2,3,6,15,0,30,0,0
Jakarta Utara,3,Tanjung Priok,Sunter Jaya,TPS 103,46,24,66,7,4,0,1,17,3,2,9,5,0,3,1,0
