Wilayah,Dapil,Kecamatan,Kelurahan,TPS,PKB,Gerindra,PDIP,Golkar,NasDem,Garuda,Berkarya,PKS,Perindo,PPP,PSI,PAN,Hanura,Demokrat,PBB,PKPI
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 231,3,15,47,8,13,0,4,10,19,5,8,52,2,16,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 232,33,27,24,24,9,0,2,10,12,6,2,35,1,8,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 233,22,20,31,13,3,1,2,14,13,2,4,18,0,15,1,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 234,3,20,14,8,2,0,3,2,12,4,0,9,0,4,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 235,8,30,26,29,5,0,3,1,34,1,0,3,2,31,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 236,10,18,37,12,19,0,2,5,7,3,1,5,0,9,1,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 237,2,19,21,10,1,1,1,0,90,1,11,3,0,17,0,1
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 238,29,22,25,10,3,0,2,4,41,2,1,6,1,28,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 239,7,26,28,6,5,4,0,4,47,5,0,6,0,67,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 242,15,33,30,12,3,2,2,4,4,5,2,10,1,53,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 244,15,58,25,6,7,2,1,8,11,6,1,19,0,18,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 246,4,42,9,7,6,0,0,14,9,1,5,8,1,13,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 248,0,5,6,1,0,0,0,1,2,0,1,1,0,6,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 249,4,27,21,4,0,0,2,10,8,5,2,4,0,22,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 250,57,113,40,17,3,3,3,11,10,3,3,24,0,81,1,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 251,21,27,23,7,1,2,3,4,10,3,1,7,1,42,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 252,13,29,8,15,2,0,2,4,18,5,3,40,1,40,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 253,11,17,30,11,2,2,2,7,9,5,2,48,0,22,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 254,13,2,21,6,2,1,2,6,11,4,5,24,0,8,1,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 258,22,41,43,39,9,1,4,21,34,13,7,69,0,41,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 259,7,28,41,12,6,1,4,6,8,3,6,13,2,21,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 260,3,14,17,9,2,1,2,5,17,6,5,3,0,19,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 261,7,27,21,14,2,0,2,9,16,2,1,8,0,21,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 262,19,30,36,11,1,1,1,12,16,7,9,24,3,27,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 263,32,25,44,7,3,0,2,6,14,1,9,20,1,22,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 264,20,36,42,7,4,1,1,14,15,0,3,17,0,15,0,1
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 265,13,22,57,9,3,0,3,20,4,1,6,35,2,19,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 266,29,45,19,16,11,0,1,11,6,0,19,3,0,40,1,1
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 268,32,41,16,15,13,1,1,12,19,4,14,7,0,29,1,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 269,67,16,15,5,4,0,1,6,4,2,2,1,1,35,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 270,51,12,22,3,1,0,0,11,3,4,4,5,1,41,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 271,65,22,13,4,4,0,1,12,3,0,2,3,1,41,0,1
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 272,4,16,8,4,2,0,1,2,3,2,0,3,0,10,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 274,7,38,33,5,5,1,0,4,14,1,5,23,2,13,1,1
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 276,9,64,28,0,7,0,1,13,26,2,5,8,1,27,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 278,5,50,16,19,2,0,2,7,71,2,3,3,4,11,2,2
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 280,1,33,15,10,5,12,4,11,13,2,3,9,0,89,1,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 281,4,28,22,6,0,1,4,4,26,2,0,26,2,51,1,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 282,3,34,9,4,2,0,1,4,4,1,4,9,1,23,1,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 283,20,58,21,9,4,8,1,6,7,0,3,13,0,34,1,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 285,3,55,26,3,10,0,0,7,30,4,6,10,0,6,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 286,10,43,14,9,0,6,2,7,24,5,2,13,0,57,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 288,1,44,40,5,14,0,0,8,9,2,5,3,2,8,1,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 290,11,25,30,34,9,0,2,6,10,12,4,7,1,15,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 292,3,38,9,3,2,1,2,4,5,3,2,6,1,16,1,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Penjaringan,TPS 294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 002,4,24,105,20,8,2,3,9,5,1,17,3,1,7,0,1
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 003,10,0,136,5,12,0,0,1,3,0,48,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 004,8,64,79,15,2,0,9,7,6,3,11,0,3,5,1,1
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 005,5,37,50,16,8,0,6,19,5,2,10,3,1,12,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 006,21,32,64,32,6,0,12,9,5,2,18,3,1,3,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 007,24,4,109,27,9,1,6,1,9,0,46,1,0,1,1,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 008,3,11,129,26,13,1,0,7,1,0,27,1,0,3,1,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 011,5,10,101,15,13,0,1,3,0,0,46,1,0,3,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 012,43,1,105,5,10,0,0,0,1,0,50,0,2,0,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 013,4,3,118,14,13,4,3,1,1,0,55,1,0,1,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 014,5,0,120,1,8,0,0,0,2,1,82,0,0,0,2,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 015,5,3,122,9,9,0,0,3,3,0,69,0,0,0,0,1
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 016,4,3,176,7,6,0,0,0,0,1,51,0,0,1,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 017,5,11,132,4,7,0,1,1,6,0,36,0,0,0,0,1
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 018,9,20,41,18,4,18,8,57,10,8,7,6,1,11,3,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 019,0,1,95,4,14,0,1,1,1,0,82,0,1,0,1,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 020,0,1,14,11,6,1,0,0,0,0,77,0,0,0,0,1
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 021,0,8,103,6,11,0,0,0,0,0,63,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 022,4,7,114,2,11,0,2,0,2,0,61,2,1,8,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 024,1,17,118,9,6,2,1,19,1,4,18,1,1,22,1,1
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 025,4,8,108,4,7,0,0,11,5,1,44,5,2,9,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 026,16,19,68,20,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 027,9,6,110,16,6,0,2,1,4,0,26,3,0,27,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 028,16,7,103,17,10,0,0,1,5,0,43,5,0,1,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 029,10,29,72,27,6,1,0,13,2,1,29,1,0,3,1,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 031,7,22,95,14,8,0,3,7,5,0,38,0,1,0,5,1
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 032,4,5,131,2,6,1,1,0,2,2,41,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 033,5,4,152,6,9,1,2,3,5,0,45,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 035,31,0,129,9,7,0,1,1,8,0,56,0,0,3,0,2
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 036,18,3,115,4,13,0,0,0,0,1,32,0,2,2,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 038,4,13,118,1,4,0,0,8,9,0,30,2,1,34,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 039,10,9,132,22,6,0,0,2,9,0,34,2,1,13,0,1
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 040,2,17,74,26,3,0,1,28,1,0,22,1,1,45,1,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 041,1,8,18,8,6,0,0,1,2,1,22,0,1,0,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 042,24,5,10,3,2,0,9,7,3,1,0,2,1,3,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 043,38,9,37,5,1,1,2,19,3,0,8,1,0,4,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 044,38,8,48,12,5,5,4,16,2,0,15,0,0,4,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 045,9,0,154,6,5,0,1,0,5,0,40,0,0,2,1,3
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 046,3,2,138,6,8,0,0,1,3,0,36,0,0,2,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 047,6,8,146,5,8,0,3,4,3,0,35,0,3,3,0,1
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 048,42,10,94,6,7,0,0,0,7,2,42,0,1,1,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 049,0,0,176,4,8,1,0,2,1,0,25,1,1,2,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 050,6,2,158,6,1,0,2,1,5,0,38,2,0,1,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 051,19,2,165,3,10,1,1,1,10,0,45,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 056,9,9,103,3,9,0,2,8,11,0,35,1,0,2,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 060,10,2,127,3,8,0,2,3,3,2,58,0,0,0,0,1
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 061,10,20,112,17,12,0,3,7,5,3,33,5,0,5,1,2
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 062,5,5,94,5,9,0,1,0,9,0,58,2,1,4,3,1
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 063,13,7,113,7,11,0,0,0,8,0,29,1,0,1,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 064,10,4,134,9,8,0,1,3,3,0,48,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 066,9,12,92,17,38,0,1,5,13,0,33,5,2,3,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 067,8,21,82,22,42,0,4,2,19,0,37,7,1,4,1,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 068,13,13,66,13,10,4,3,8,20,3,33,33,3,4,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 069,4,17,26,50,4,0,4,4,25,9,6,5,1,3,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 070,8,33,49,13,2,1,5,28,12,8,8,19,1,8,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 071,14,23,48,25,3,0,8,24,28,1,7,4,1,6,1,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 072,1,20,33,26,8,0,5,33,44,2,9,11,0,3,1,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 073,2,25,47,57,2,0,8,13,6,2,30,4,1,4,0,1
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 074,6,15,77,9,8,0,5,11,7,3,39,4,1,8,1,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 075,13,9,18,30,2,0,1,10,96,4,7,2,0,5,1,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 076,6,15,43,25,4,0,3,15,58,4,9,4,0,6,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 077,4,2,108,7,10,0,1,1,15,1,25,5,2,1,2,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 078,0,6,130,2,5,0,0,1,0,0,46,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 079,0,0,125,0,17,1,0,0,1,0,89,0,1,2,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 080,52,4,104,2,12,0,5,14,4,3,20,3,0,4,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 081,22,11,86,12,10,0,0,9,8,1,29,3,1,4,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 082,8,8,87,10,31,0,1,4,4,6,33,4,0,6,1,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 083,16,18,74,10,8,0,6,8,5,20,23,6,0,7,0,1
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 085,14,26,48,16,44,0,4,11,11,5,29,6,1,11,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 086,4,20,89,4,12,0,0,2,6,6,29,5,0,6,2,1
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 087,1,9,116,11,3,0,2,1,4,1,42,1,0,4,0,1
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 088,3,19,125,3,8,0,3,3,8,0,36,2,0,28,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 089,9,20,101,11,14,1,6,5,1,4,21,9,0,16,0,1
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 090,11,42,71,7,10,1,1,12,4,2,44,4,0,12,2,1
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 091,0,10,104,5,7,0,4,12,4,1,23,9,1,8,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 092,5,14,116,6,5,0,1,3,6,1,40,4,1,6,0,1
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 093,3,7,96,5,6,0,1,7,7,0,48,2,0,2,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 094,4,24,94,26,9,0,4,5,4,3,23,7,1,23,3,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 095,8,18,66,25,11,0,0,11,4,2,23,3,1,18,1,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 096,7,15,88,7,7,0,4,17,4,1,29,5,0,4,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 097,8,28,78,6,1,0,2,53,11,1,5,5,0,5,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 098,8,24,85,9,10,4,7,9,4,4,17,1,0,20,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 100,7,18,146,4,2,0,11,21,18,2,19,1,0,0,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 101,15,19,161,2,3,2,6,15,5,4,9,4,0,5,1,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 102,11,11,108,2,0,2,3,4,6,0,27,1,7,12,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 103,16,18,44,11,12,1,21,25,8,7,47,11,1,8,0,1
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 104,14,11,5,6,6,1,7,11,23,4,35,3,1,5,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 105,2,6,79,6,6,0,3,4,6,3,27,0,0,15,1,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 106,17,15,58,7,2,0,2,7,5,3,25,4,0,7,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 107,3,6,71,8,4,1,7,8,1,2,28,3,0,10,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 108,10,16,81,5,3,2,2,6,4,3,24,4,0,20,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 109,4,16,117,7,16,0,9,6,0,12,51,2,0,5,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 111,8,9,104,5,6,0,3,3,1,17,35,5,0,4,1,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 113,4,8,133,2,12,1,0,0,2,0,43,0,0,2,0,1
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 114,3,2,130,5,13,0,1,0,1,0,69,0,0,4,0,1
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 117,3,5,121,1,8,0,1,0,2,1,38,0,0,0,1,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 118,8,14,128,2,14,0,5,4,3,0,52,0,0,14,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 119,10,20,103,5,11,1,1,8,1,2,29,3,1,32,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 120,2,12,122,3,23,0,2,1,4,0,59,0,1,13,0,1
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 124,2,9,107,9,12,0,4,12,1,1,45,4,0,10,1,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 125,3,10,160,3,18,0,1,13,6,2,51,4,0,22,2,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 126,4,7,125,3,16,0,1,4,0,0,31,0,0,3,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 127,3,9,25,5,7,0,2,3,4,0,59,5,0,5,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 128,2,3,124,5,10,0,3,1,4,0,62,0,0,1,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 129,4,18,64,6,5,0,2,19,9,4,21,5,0,9,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 130,4,9,84,10,18,0,1,7,6,0,26,3,9,5,0,1
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 131,10,19,33,56,11,1,3,12,4,3,12,0,4,5,2,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 133,7,35,113,10,9,0,5,9,5,6,23,4,0,6,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 135,7,18,119,9,18,1,5,6,5,0,34,1,1,4,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 136,7,13,125,7,8,0,1,6,5,0,56,3,0,6,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 137,2,20,111,11,11,0,1,3,1,36,40,5,1,0,0,3
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 138,1,18,89,14,10,0,7,8,0,2,25,17,0,1,1,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 139,5,17,95,17,6,0,0,1,6,1,21,4,1,4,0,1
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 140,6,11,93,6,71,0,2,0,1,3,30,2,0,7,0,1
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 141,4,37,116,4,14,0,3,10,3,0,33,1,0,4,0,2
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 143,5,23,152,2,6,1,3,2,4,0,45,3,0,0,1,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 144,5,14,124,23,10,0,3,3,5,3,33,1,1,1,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 146,3,8,135,33,13,0,3,8,1,2,6,2,2,0,1,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 148,7,10,131,6,11,0,0,10,1,2,42,2,0,3,1,1
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 149,17,26,16,12,15,0,11,20,4,11,11,15,1,13,2,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 150,22,15,48,9,9,1,18,28,4,8,7,14,1,12,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 151,3,9,96,6,10,0,8,25,1,1,36,3,1,5,0,1
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 152,6,22,124,13,5,0,6,31,7,0,20,2,0,4,1,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 153,13,9,93,18,7,0,8,14,2,0,24,8,2,1,0,0
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 154,6,14,119,9,9,0,8,30,7,4,28,1,0,5,4,1
Jakarta Utara,3,Penjaringan,Pejagalan,TPS 155,7,12,110,10,9,0,2,29,9,3,41,6,0,6,1,1
